uid,GeneRawName,SuperClass,Class,Family,SubFamily,EnsemblID
2.1.2.6.2,RORBETA (NR1F2),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors,ROR(NR1F),ENSMUSG00000036192
2.1.2.6.3,RORGAMMA (NR1F3),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors,ROR(NR1F),ENSMUSG00000028150
2.1.2.7.1,LXRALPHA (NR1H3),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors,LXR(NR1H),ENSMUSG00000002108
2.1.2.7.2,LXRBETA (NR1H2),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors,LXR(NR1H),ENSMUSG00000060601
2.1.2.7.3,FXR (NR1H4),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors,LXR(NR1H),ENSMUSG00000047638
2.1.3.1.1,RXRALPHA (NR2B1),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors,RXR(NR2B),ENSMUSG00000015846
2.1.3.1.2,RXRBETA (NR2B2),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors,RXR(NR2B),ENSMUSG00000039656
2.1.3.1.3,RXRGAMMA (NR2B3),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors,RXR(NR2B),ENSMUSG00000015843
2.1.3.2.1,HNF4ALPHA (NR2A1),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors,HNF4(NR2A),"ENSMUSG00000029556,ENSMUSG00000017950"
2.1.3.2.2,HNF4GAMMA (NR2A2),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors,HNF4(NR2A),ENSMUSG00000017688
2.1.3.3.1,TLX (NR2E1),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors,TLX(NR2E1),ENSMUSG00000019803
2.1.3.3.2,PNR (NR2E3),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors,TLX(NR2E1),ENSMUSG00000032292
2.1.3.4.1,TR2 (NR2C1),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors,TR(NR2C),ENSMUSG00000005897
2.1.3.4.2,TR4 (NR2C2),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors,TR(NR2C),ENSMUSG00000005893
2.1.3.5.1,COUPTFI (NR2F1),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors,COUP(NR2F),ENSMUSG00000069171
2.1.3.5.2,COUPTFII (NR2F2),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors,COUP(NR2F),ENSMUSG00000030551
2.1.3.5.3,EAR2 (NR2F6),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors,COUP(NR2F),ENSMUSG00000002393
2.1.4.0.1,NGFI-B (NR4A1),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,NGFI(NR4A),,ENSMUSG00000023034
2.1.4.0.2,NURR1 (NR4A2),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,NGFI(NR4A),,ENSMUSG00000026826
2.1.4.0.3,NOR1 (NR4A3),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,NGFI(NR4A),,ENSMUSG00000028341
2.1.5.0.1,FTZ-F1 (SF-1) (NR5A1),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,FTZF1related(NR5A),,ENSMUSG00000026751
2.1.5.0.2,LRH1 (NR5A2),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,FTZF1related(NR5A),,ENSMUSG00000026398
2.1.6.0.1,GCNF (NR6A1),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,GCNF(NR6),,"ENSMUSG00000026751,ENSMUSG00000063972"
2.1.7.0.1,DAX1 (NR0B1),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,DAXrelated(NR0),,ENSMUSG00000025056
2.1.7.0.2,SHP (NR0B2),Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,DAXrelated(NR0),,ENSMUSG00000037583
2.2.1.1.1,GATA1,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA double,ENSMUSG00000031162
2.2.1.1.2,GATA2,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA double,ENSMUSG00000015053
2.2.1.1.3,GATA3,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA double,ENSMUSG00000015619
2.2.1.1.4,GATA4,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA double,ENSMUSG00000021944
2.2.1.1.5,GATA5,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA double,ENSMUSG00000015627
2.2.1.1.6,GATA6,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA double,ENSMUSG00000005836
2.2.1.2.1,GATAD1,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA single,ENSMUSG00000007415
2.2.1.2.2,GATAD2A,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA single,ENSMUSG00000036180
2.2.1.2.3,GATAD2B,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA single,ENSMUSG00000042390
2.2.1.2.4,RERE,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA single,ENSMUSG00000039852
2.2.1.2.5,MTA1,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA single,ENSMUSG00000021144
2.2.1.2.6,MTA2,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA single,ENSMUSG00000071646
2.2.1.2.7,MTA3,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA single,ENSMUSG00000055817
2.2.1.2.8,ZGLP1,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA single,ENSMUSG00000079681
2.2.1.2.9,DNMT3A,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA single,ENSMUSG00000020661
2.2.1.2.10,DNMT3B,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA single,ENSMUSG00000027478
2.2.1.2.11,DNMT3L,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA single,ENSMUSG00000000730
2.2.1.2.12,ATRX,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA single,ENSMUSG00000031229
2.2.1.2.13,TRPS1,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,C4-GATA-related,GATA single,ENSMUSG00000038679
2.3.1.1.1,Sp1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Sp1-like,"ENSMUSG00000053226,ENSMUSG00000001280"
2.3.1.1.2,Sp2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Sp1-like,"ENSMUSG00000018678,ENSMUSG00000044068"
2.3.1.1.3,Sp3,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Sp1-like,ENSMUSG00000027109
2.3.1.1.4,Sp4,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Sp1-like,ENSMUSG00000025323
2.3.1.1.5,Sp5,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Sp1-like,"ENSMUSG00000031802,ENSMUSG00000075304"
2.3.1.1.6,Sp6,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Sp1-like,"ENSMUSG00000038560,ENSMUSG00000039701"
2.3.1.1.7,Sp7,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Sp1-like,ENSMUSG00000060284
2.3.1.1.8,Sp8,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Sp1-like,ENSMUSG00000048562
2.3.1.1.9,Sp9,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Sp1-like,ENSMUSG00000068859
2.3.1.2.1,KLF1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Kr-like,ENSMUSG00000054191
2.3.1.2.2,KLF2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Kr-like,ENSMUSG00000055148
2.3.1.2.3,KLF3,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Kr-like,ENSMUSG00000029178
2.3.1.2.4,KLF4,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Kr-like,ENSMUSG00000003032
2.3.1.2.5,KLF5,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Kr-like,ENSMUSG00000005148
2.3.1.2.6,KLF6,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Kr-like,ENSMUSG00000000078
2.3.1.2.7,KLF7,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Kr-like,ENSMUSG00000025959
2.3.1.2.8,KLF8,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Kr-like,ENSMUSG00000041649
2.3.1.2.9,KLF9,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Kr-like,ENSMUSG00000033863
2.3.1.2.10,KLF10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Kr-like,ENSMUSG00000037465
2.3.1.2.11,KLF11,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Kr-like,ENSMUSG00000020653
2.3.1.2.12,KLF12,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Kr-like,ENSMUSG00000072294
2.3.1.2.13,KLF13,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Kr-like,ENSMUSG00000052040
2.3.1.2.14,KLF14,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Kr-like,"ENSMUSG00000073209,ENSMUSG00000038560"
2.3.1.2.15,KLF15,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Kr-like,ENSMUSG00000030087
2.3.1.2.16,KLF16,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Kr-like,ENSMUSG00000035397
2.3.1.2.17,KLF17,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,Kr-like,ENSMUSG00000048626
2.3.1.3.1,EGR1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,EGR,ENSMUSG00000038418
2.3.1.3.2,EGR2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,EGR,ENSMUSG00000037868
2.3.1.3.3,EGR3,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,EGR,ENSMUSG00000033730
2.3.1.3.4,EGR4,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Krüppel-related,EGR,ENSMUSG00000071341
2.3.2.1.1,ZBTB5,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,BTB-POZ,ENSMUSG00000049657
2.3.2.1.2,ZBTB8B,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,BTB-POZ,ENSMUSG00000048485
2.3.2.1.6,ZBTB22,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,BTB-POZ,ENSMUSG00000051390
2.3.2.1.7,ZBTB32,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,BTB-POZ,"ENSMUSG00000066687,ENSMUSG00000006310"
2.3.2.1.8,ZBTB34,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,BTB-POZ,ENSMUSG00000068966
2.3.2.1.9,ZBTB37,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,BTB-POZ,ENSMUSG00000043467
2.3.2.1.10,ZBTB43,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,BTB-POZ,ENSMUSG00000026788
2.3.2.1.11,ZBTB46,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,BTB-POZ,ENSMUSG00000027583
2.3.2.1.12,ZBTB33,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,BTB-POZ,ENSMUSG00000048047
2.3.2.2.1,ZNF487,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,KRAB,
2.3.2.2.3,ZNF705A (znf705),Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,KRAB,ENSMUSG00000049037
2.3.2.3.1,ZSCAN1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,SCAN,
2.3.2.3.2,ZNF174,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,SCAN,ENSMUSG00000054939
2.3.2.3.3,ZNF396,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,SCAN,
2.3.2.3.4,ZNF446,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,SCAN,ENSMUSG00000033961
2.3.2.4.1,ZNF414,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,Other,ENSMUSG00000073423
2.3.2.4.2,ZNF511,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,Other,ENSMUSG00000025470
2.3.2.4.3,ZNF580,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,Other,"ENSMUSG00000055633,ENSMUSG00000074405"
2.3.2.4.5,ZNF740,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,Other,ENSMUSG00000046897
2.3.2.4.6,ZFPM2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,Other,ENSMUSG00000022306
2.3.2.4.7,OSR1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,Other,"ENSMUSG00000035399,ENSMUSG00000048387,ENSMUSG00000036737"
2.3.2.4.8,OVOL3,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,Other,"ENSMUSG00000037279,ENSMUSG00000100512"
2.3.2.4.9,AEBP2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,Other,ENSMUSG00000030232
2.3.3.1.1,GLI1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,GLI-lile,ENSMUSG00000025407
2.3.3.1.2,GLI2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,GLI-lile,ENSMUSG00000048402
2.3.3.1.3,GLI3,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,GLI-lile,ENSMUSG00000021318
2.3.3.1.4,GLIS1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,GLI-lile,ENSMUSG00000034762
2.3.3.1.5,GLIS2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,GLI-lile,ENSMUSG00000014303
2.3.3.1.6,GLIS3,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,GLI-lile,ENSMUSG00000052942
2.3.3.1.7,ZIC1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,GLI-lile,ENSMUSG00000032368
2.3.3.1.8,ZIC2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,GLI-lile,ENSMUSG00000061524
2.3.3.1.9,ZIC3,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,GLI-lile,ENSMUSG00000067860
2.3.3.1.10,ZIC4,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,GLI-lile,ENSMUSG00000036972
2.3.3.1.11,ZIC5,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,GLI-lile,ENSMUSG00000041703
2.3.3.2.1,SNAI1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,Snail-like,ENSMUSG00000042821
2.3.3.2.2,SNAI2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,Snail-like,ENSMUSG00000022676
2.3.3.2.3,SNAI3,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,Snail-like,ENSMUSG00000006587
2.3.3.2.4,SCRT1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,Snail-like,ENSMUSG00000048385
2.3.3.2.5,SCRT2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,Snail-like,"ENSMUSG00000048385,ENSMUSG00000060257"
2.3.3.3.1,ZFP91,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZFP91-like,ENSMUSG00000024695
2.3.3.3.2,ZNF692,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZFP91-like,ENSMUSG00000037243
2.3.3.3.3,ZNF276,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZFP91-like,ENSMUSG00000001065
2.3.3.3.4,ZNF653,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZFP91-like,ENSMUSG00000038895
2.3.3.4.1,ZNF280A,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF280-like,
2.3.3.4.2,ZNF280B,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF280-like,ENSMUSG00000049764
2.3.3.4.3,ZNF280C (znf280cd),Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF280-like,ENSMUSG00000036916
2.3.3.4.4,ZNF280D,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF280-like,ENSMUSG00000038535
2.3.3.4.5,POGZ,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF280-like,"ENSMUSG00000024413,ENSMUSG00000038902"
2.3.3.5.1,"ZSCAN5A (zscan5, zscan51, zscan52, zscan53, zscan54, zscan55, zscan56, zscan57, zscan58)",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZSCAN5-like,ENSMUSG00000058028
2.3.3.5.2,ZSCAN5B,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZSCAN5-like,ENSMUSG00000058028
2.3.3.5.3,ZSCAN5C,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZSCAN5-like,
2.3.3.5.4,ZSCAN5D,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZSCAN5-like,
2.3.3.5.5,ZSCAN4,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZSCAN5-like,"ENSMUSG00000095339,ENSMUSG00000054272,ENSMUSG00000090714,ENSMUSG00000095936,ENSMUSG00000070828"
2.3.3.6.1,ZNF75A (znf75ad),Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF75-like,
2.3.3.6.3,ZNF75D,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF75-like,
2.3.3.6.4,ZNF213,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF75-like,ENSMUSG00000071256
2.3.3.7.1,ZNF705D,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF705,
2.3.3.7.2,ZNF705F,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF705,
2.3.3.7.3,ZNF705G,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF705,
2.3.3.7.4,ZNF705E,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF705,
2.3.3.8.1,ZBTB7A,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZBTB7,ENSMUSG00000035011
2.3.3.8.2,ZBTB7B,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZBTB7,ENSMUSG00000028042
2.3.3.8.3,ZBTB7C,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZBTB7,ENSMUSG00000044646
2.3.3.9.1,YY1 (YY12),Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,YY1-like,ENSMUSG00000021264
2.3.3.9.2,YY2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,YY1-like,"ENSMUSG00000021264,ENSMUSG00000091736"
2.3.3.9.3,ZFP42,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,YY1-like,ENSMUSG00000051176
2.3.3.10.1,ZNF24,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF24-like,ENSMUSG00000051469
2.3.3.10.2,ZNF193,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF24-like,
2.3.3.10.3,ZSCAN23,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF24-like,
2.3.3.10.4,GLI4,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF24-like,
2.3.3.10.5,ZNF232,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF24-like,
2.3.3.10.6,ZKSCAN1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF24-like,"ENSMUSG00000037007,ENSMUSG00000029729"
2.3.3.10.7,ZNF323,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF24-like,ENSMUSG00000030757
2.3.3.11.1,ZBTB6,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZBTB6-like,ENSMUSG00000066798
2.3.3.11.2,ZBTB26,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZBTB6-like,ENSMUSG00000050714
2.3.3.11.3,ZBTB12,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZBTB6-like,ENSMUSG00000049823
2.3.3.12.1,PRDM1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,PRDM1-like,ENSMUSG00000038151
2.3.3.12.2,ZNF683,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,PRDM1-like,ENSMUSG00000049410
